9.534625892455923513e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.534625892455923790e-02,9.486832980505137680e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.534625892455923790e-02,-1.054092553389459619e-01,6.236095644623235179e-01,7.071067811865475727e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.534625892455923790e-02,-1.054092553389459619e-01,6.236095644623235179e-01,-7.071067811865475727e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.534625892455923790e-02,-1.054092553389459619e-01,-1.781741612749495607e-01,0.000000000000000000e+00,9.258200997725514192e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.534625892455923790e-02,-1.054092553389459619e-01,-1.781741612749495607e-01,0.000000000000000000e+00,-1.543033499620918847e-01,9.128709291752769017e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.534625892455923790e-02,-1.054092553389459619e-01,-1.781741612749495607e-01,0.000000000000000000e+00,-1.543033499620918847e-01,-1.825741858350553859e-01,5.477225575051660744e-01,7.071067811865475727e-01,0.000000000000000000e+00,0.000000000000000000e+00
-9.534625892455923790e-02,-1.054092553389459619e-01,-1.781741612749495607e-01,0.000000000000000000e+00,-1.543033499620918847e-01,-1.825741858350553859e-01,5.477225575051660744e-01,-7.071067811865475727e-01,0.000000000000000000e+00,0.000000000000000000e+00
-9.534625892455923790e-02,-1.054092553389459619e-01,-1.781741612749495607e-01,0.000000000000000000e+00,-1.543033499620918847e-01,-1.825741858350553859e-01,-3.651483716701107163e-01,0.000000000000000000e+00,8.164965809277260345e-01,0.000000000000000000e+00
-9.534625892455923790e-02,-1.054092553389459619e-01,-1.781741612749495607e-01,0.000000000000000000e+00,-1.543033499620918847e-01,-1.825741858350553859e-01,-3.651483716701107163e-01,0.000000000000000000e+00,-4.082482904638630172e-01,7.071067811865475727e-01
-9.534625892455923790e-02,-1.054092553389459619e-01,-1.781741612749495607e-01,0.000000000000000000e+00,-1.543033499620918847e-01,-1.825741858350553859e-01,-3.651483716701107163e-01,0.000000000000000000e+00,-4.082482904638630172e-01,-7.071067811865475727e-01
